item_id,category,severity,path,hit_type,owner_organ,blocks_optimization_phase,blocks_next_micro_pilot,evidence
LBL-0021,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-COMBINED-REVIEW-ADJUDICATION-FILL-AND-LOGOS-PIPELINE-PLANNER-VM3-V0_1/COMBINED_REVIEW_ADJUDICATION_RECEIPT.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,"count=8; signatures=CYRILLIC_RE; lines=74,75,96,97,98"
LBL-0022,ALLOWED_RUNTIME_OWNER_OUTPUT,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-COMBINED-REVIEW-ADJUDICATION-FILL-AND-LOGOS-PIPELINE-PLANNER-VM3-V0_1/final_owner_summary_ru.md,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,False,False,"count=8; signatures=CYRILLIC_RE; lines=3,5,8,16,17"
LBL-0023,ALLOWED_RUNTIME_OWNER_OUTPUT,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/final_owner_summary_ru.md,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,False,False,"count=8; signatures=CYRILLIC_RE; lines=1,3,4,5,11"
LBL-0024,ALLOWED_RUNTIME_OWNER_OUTPUT,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-ASTRONOMICON-BOOTSTRAP-HARDENING-UTF8-PREFLIGHT-PC-V0_1/EXTRACTED/REFERENCE/OWNER_LAUNCH_TARGET_RU.md,TASKPACK_ROOT_CYRILLIC,ASTRONOMICON,False,False,"count=8; signatures=CYRILLIC_RE; lines=1,3,4,5,6"
LBL-0025,ALLOWED_RUNTIME_OWNER_OUTPUT,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-ASTRONOMICON-BOOTSTRAP-HARDENING-UTF8-PREFLIGHT-PC-V0_1/EXTRACTED/REFERENCE/WHY_THIS_TASK_MATTERS_RU.md,TASKPACK_ROOT_CYRILLIC,ASTRONOMICON,False,False,"count=7; signatures=CYRILLIC_RE; lines=1,3,5,6,7"
LBL-0026,ALLOWED_RUNTIME_OWNER_OUTPUT,WARN,IMPERIUM_NEW_GENERATION/ORGANS/MECHANICUS/REPORTS/TASK-NEWGEN-MATRIX-SPINE-CLOSURE-PROVENANCE-CORRIDOR-NAMING-AND-REVIEW-PIPELINE-HARDENING-VM3-V0_1/final_owner_summary_ru.md,CYRILLIC_IN_CANONICAL_ARTIFACT,MECHANICUS,False,False,"count=7; signatures=CYRILLIC_RE; lines=1,2,3,8,9"
LBL-0027,ALLOWED_RUNTIME_OWNER_OUTPUT,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-TASKPACK-INTAKE-REGISTRY-RESOLVER-TUI-FORM-PC-V0_1/EXTRACTED/TASKPACK_NEWGEN_ASTRONOMICON_TASKPACK_INTAKE_REGISTRY_RESOLVER_TUI_FORM_PC_V0_1/REFERENCE/WHY_THIS_TASK_MATTERS_RU.md,TASKPACK_ROOT_CYRILLIC,ASTRONOMICON,False,False,"count=6; signatures=CYRILLIC_RE; lines=1,3,5,6,8"
LBL-0028,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-FIVE-ORGAN-ALIGNMENT-CHECK-VM3-V0_1/AGENT_KPD_SELF_REVIEW.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,"count=5; signatures=CYRILLIC_RE; lines=15,18,22,28,31"
LBL-0029,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-ADMINISTRATUM-FILE-ATLAS-PASSPORT-INDEX-VM3-V0_1/FINAL_REPORT.md,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,"count=4; signatures=CYRILLIC_RE; lines=13,14,15,16"
LBL-0030,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-ADMINISTRATUM-REGISTRATION-CARDS-CURRENT-TRUTH-PC-V0_1/FINAL_REPORT.md,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,"count=4; signatures=CYRILLIC_RE; lines=13,14,15,16"
LBL-0031,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-FIVE-ORGAN-ALIGNMENT-CHECK-VM3-V0_1/owner_pain_map.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,"count=4; signatures=CYRILLIC_RE; lines=18,19,32,33"
LBL-0032,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-VM3-CONTOUR-INITIATION-VALIDATION-UBUNTU-V0_1/FINAL_REPORT.md,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,"count=4; signatures=CYRILLIC_RE; lines=23,24,25,26"
LBL-0033,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-LEGACY-RECEIPT-PRODUCER-INVENTORY-AND-MIGRATION-PREFLIGHT-PC-V0_1/legacy_receipt_field_scan_result.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,"count=4; signatures=CYRILLIC_RE; lines=1206,1214,3734,3742"
LBL-0034,ALLOWED_RUNTIME_OWNER_OUTPUT,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-FIRST-REAL-USE-GHOST-EVOLVE-MICROPILOT-PC-V0_1/EXTRACTED/REFERENCE/OWNER_COMMAND_AFTER_REGISTRATION_RU.md,TASKPACK_ROOT_CYRILLIC,ASTRONOMICON,False,False,"count=4; signatures=CYRILLIC_RE; lines=1,3,10,11"
LBL-0035,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TOOLS/astronomicon_owner_launcher_v0_1.py,CYRILLIC_IN_CANONICAL_ARTIFACT,ASTRONOMICON,True,False,"count=4; signatures=CYRILLIC_RE; lines=52,76,77,79"
LBL-0036,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/MECHANICUS/REPORTS/TASK-NEWGEN-MATRIX-SPINE-INDEPENDENT-REPLAY-AND-HEAD-CHAIN-RECONCILIATION-VM3-V0_1/REVIEW_TARGET_MANIFEST.json,CYRILLIC_IN_CANONICAL_ARTIFACT,MECHANICUS,True,False,"count=4; signatures=CYRILLIC_RE; lines=62,63,66,67"
LBL-0037,ALLOWED_RUNTIME_OWNER_OUTPUT,WARN,IMPERIUM_NEW_GENERATION/ORGANS/MECHANICUS/REPORTS/TASK-NEWGEN-MECHANICUS-MATRIX-SPINE-STATUS-NORMALIZATION-AND-RUNTIME-CORRIDOR-PROOF-VM3-V0_1/final_owner_summary_ru.md,CYRILLIC_IN_CANONICAL_ARTIFACT,MECHANICUS,False,False,"count=4; signatures=CYRILLIC_RE; lines=3,4,5,7"
LBL-0038,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-LEGACY-RECEIPT-PRODUCER-INVENTORY-AND-MIGRATION-PREFLIGHT-PC-V0_1/receipt_producer_inventory.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,"count=3; signatures=CYRILLIC_RE; lines=3580,10743,10765"
LBL-0039,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-RESOLVER-HARDENING-REAL-USE-PILOT-PREFLIGHT-MATURITY-MATRIX-SEED-PC-V0_1/EXTRACTED/TASKPACK_NEWGEN_ASTRONOMICON_RESOLVER_HARDENING_REAL_USE_PILOT_PREFLIGHT_MATURITY_MATRIX_SEED_PC_V0_1/MANIFEST.json,TASKPACK_ROOT_CYRILLIC,ASTRONOMICON,True,False,"count=3; signatures=CYRILLIC_RE; lines=76,77,78"
LBL-0040,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-ASTRONOMICON-TASKPACK-INTAKE-REGISTRY-RESOLVER-TUI-FORM-PC-V0_1/EXTRACTED/TASKPACK_NEWGEN_ASTRONOMICON_TASKPACK_INTAKE_REGISTRY_RESOLVER_TUI_FORM_PC_V0_1/MANIFEST.json,TASKPACK_ROOT_CYRILLIC,ASTRONOMICON,True,False,"count=3; signatures=CYRILLIC_RE; lines=77,78,79"
LBL-0041,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/TASK_INBOX/REGISTERED/TASK-NEWGEN-STAGE3-FIRST-REAL-USE-GHOST-EVOLVE-MICROPILOT-PC-V0_1/EXTRACTED/MANIFEST.json,TASKPACK_ROOT_CYRILLIC,ASTRONOMICON,True,False,"count=3; signatures=CYRILLIC_RE; lines=71,72,73"
LBL-0042,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-LEGACY-RECEIPT-PRODUCER-INVENTORY-AND-MIGRATION-PREFLIGHT-PC-V0_1/legacy_receipt_field_checker_report.md,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,"count=2; signatures=CYRILLIC_RE; lines=104,105"
LBL-0043,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ASTRONOMICON/REPORTS/TASK-NEWGEN-ASTRONOMICON-RESOLVER-HARDENING-REAL-USE-PILOT-PREFLIGHT-MATURITY-MATRIX-SEED-PC-V0_1/IMPERIUM_QUESTION_PASS.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ASTRONOMICON,True,False,"count=2; signatures=CYRILLIC_RE; lines=7,8"
LBL-0044,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/MECHANICUS/REPORTS/TASK-NEWGEN-MATRIX-SPINE-HEAD-TAXONOMY-AND-COMBINED-REVIEW-ADJUDICATION-VM3-V0_1/REVIEW_TARGET_MANIFEST.json,CYRILLIC_IN_CANONICAL_ARTIFACT,MECHANICUS,True,False,"count=2; signatures=CYRILLIC_RE; lines=33,36"
LBL-0045,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/GHOST_EVOLVE_V2_OVERLAY_INSTALL_20260530_005553/install_receipt.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0046,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-ADMINISTRATUM-FILE-ATLAS-PASSPORT-INDEX-VM3-V0_1/receipts/tui_smoke_receipt_ru.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,count=1; signatures=CYRILLIC_RE; lines=16
LBL-0047,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-ADMINISTRATUM-REGISTRATION-CARDS-CURRENT-TRUTH-PC-V0_1/FINAL_REPORT.md,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0048,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-ADMINISTRATUM-REGISTRATION-CARDS-CURRENT-TRUTH-PC-V0_1/receipts/commit_push_receipt.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0049,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-FIVE-ORGAN-ALIGNMENT-CHECK-VM3-V0_1/ACTION_CARD.md,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,count=1; signatures=CYRILLIC_RE; lines=21
LBL-0050,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ADMINISTRATUM/REPORTS/TASK-NEWGEN-FIVE-ORGAN-ALIGNMENT-CHECK-VM3-V0_1/five_organ_alignment_matrix.json,CYRILLIC_IN_CANONICAL_ARTIFACT,ADMINISTRATUM,True,False,count=1; signatures=CYRILLIC_RE; lines=129
LBL-0051,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/EVIDENCE_BOUNDARY.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0052,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/GHOST_EVOLVE_STAGE2_2_LEARNING_BACKLOG.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0053,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/GHOST_EVOLVE_STAGE2_2_LEARNING_BACKLOG.md,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0054,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/IMPERIUM_QUESTION_PASS.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0055,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/NEXT_PIPELINE_HANDOFF.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0056,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/cap_dirty_worktree_closure_receipt.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0057,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/capability_split_receipt.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0058,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/commit_push_receipt.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0059,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_cleanup_before_after_report.md,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0060,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_path_action_receipts.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0061,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_worktree_classification_matrix.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0062,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_worktree_classification_matrix.md,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
LBL-0063,LEGACY_TO_REMEDIATE,WARN,IMPERIUM_NEW_GENERATION/ORGANS/ADMINISTRATUM/REPORTS/TASK-NEWGEN-STAGE1-DIRTY-FILES-CLASSIFICATION-AND-CLEANUP-PC-V0_1/dirty_worktree_enumeration.json,UTF8_BOM,ADMINISTRATUM,True,False,count=1; signatures=UTF8_BOM; lines=1
